DSA|Title|Level|Question|YoutubeLink
Backtracking|Subsets II|Medium|<div class="elfjS" data-track-load="description_content"><p>Given an integer array <code>nums</code> that may contain duplicates, return <em>all possible</em> <span data-keyword="subset" class=" cursor-pointer relative text-dark-blue-s text-sm"><div class="popover-wrapper inline-block" data-headlessui-state=""><div><div aria-expanded="false" data-headlessui-state="" id="headlessui-popover-button-:rj:"><div><em>subsets</em></div></div><div style="position: fixed; z-index: 40; inset: 0px auto auto 0px; transform: translate(540px, 185px);"></div></div></div></span><em> (the power set)</em>.</p> <p>The solution set <strong>must not</strong> contain duplicate subsets. Return the solution in <strong>any order</strong>.</p> <p>&nbsp;</p> <p><strong class="example">Example 1:</strong></p> <pre><strong>Input:</strong> nums = [1,2,2] <strong>Output:</strong> [[],[1],[1,2],[1,2,2],[2],[2,2]] </pre><p><strong class="example">Example 2:</strong></p> <pre><strong>Input:</strong> nums = [0] <strong>Output:</strong> [[],[0]] </pre> <p>&nbsp;</p> <p><strong>Constraints:</strong></p> <ul> 	<li><code>1 &lt;= nums.length &lt;= 10</code></li> 	<li><code>-10 &lt;= nums[i] &lt;= 10</code></li> </ul> </div>|https://www.youtube.com/watch?v=Vn2v6ajA7U0
Backtracking|Combination Sum II|Medium|<div class="elfjS" data-track-load="description_content"><p>Given a collection of candidate numbers (<code>candidates</code>) and a target number (<code>target</code>), find all unique combinations in <code>candidates</code>&nbsp;where the candidate numbers sum to <code>target</code>.</p> <p>Each number in <code>candidates</code>&nbsp;may only be used <strong>once</strong> in the combination.</p> <p><strong>Note:</strong>&nbsp;The solution set must not contain duplicate combinations.</p> <p>&nbsp;</p> <p><strong class="example">Example 1:</strong></p> <pre><strong>Input:</strong> candidates = [10,1,2,7,6,1,5], target = 8 <strong>Output:</strong>  [ [1,1,6], [1,2,5], [1,7], [2,6] ] </pre> <p><strong class="example">Example 2:</strong></p> <pre><strong>Input:</strong> candidates = [2,5,2,1,2], target = 5 <strong>Output:</strong>  [ [1,2,2], [5] ] </pre> <p>&nbsp;</p> <p><strong>Constraints:</strong></p> <ul> 	<li><code>1 &lt;=&nbsp;candidates.length &lt;= 100</code></li> 	<li><code>1 &lt;=&nbsp;candidates[i] &lt;= 50</code></li> 	<li><code>1 &lt;= target &lt;= 30</code></li> </ul> </div>|https://www.youtube.com/watch?v=rSA3t6BDDwg
Backtracking|Word Search|Medium|<div class="elfjS" data-track-load="description_content"><p>Given an <code>m x n</code> grid of characters <code>board</code> and a string <code>word</code>, return <code>true</code> <em>if</em> <code>word</code> <em>exists in the grid</em>.</p> <p>The word can be constructed from letters of sequentially adjacent cells, where adjacent cells are horizontally or vertically neighboring. The same letter cell may not be used more than once.</p> <p>&nbsp;</p> <p><strong class="example">Example 1:</strong></p> <img alt="" src="https://assets.leetcode.com/uploads/2020/11/04/word2.jpg" style="width: 322px; height: 242px;"> <pre><strong>Input:</strong> board = [["A","B","C","E"],["S","F","C","S"],["A","D","E","E"]], word = "ABCCED" <strong>Output:</strong> true </pre> <p><strong class="example">Example 2:</strong></p> <img alt="" src="https://assets.leetcode.com/uploads/2020/11/04/word-1.jpg" style="width: 322px; height: 242px;"> <pre><strong>Input:</strong> board = [["A","B","C","E"],["S","F","C","S"],["A","D","E","E"]], word = "SEE" <strong>Output:</strong> true </pre> <p><strong class="example">Example 3:</strong></p> <img alt="" src="https://assets.leetcode.com/uploads/2020/10/15/word3.jpg" style="width: 322px; height: 242px;"> <pre><strong>Input:</strong> board = [["A","B","C","E"],["S","F","C","S"],["A","D","E","E"]], word = "ABCB" <strong>Output:</strong> false </pre> <p>&nbsp;</p> <p><strong>Constraints:</strong></p> <ul> 	<li><code>m == board.length</code></li> 	<li><code>n = board[i].length</code></li> 	<li><code>1 &lt;= m, n &lt;= 6</code></li> 	<li><code>1 &lt;= word.length &lt;= 15</code></li> 	<li><code>board</code> and <code>word</code> consists of only lowercase and uppercase English letters.</li> </ul> <p>&nbsp;</p> <p><strong>Follow up:</strong> Could you use search pruning to make your solution faster with a larger <code>board</code>?</p> </div>|https://www.youtube.com/watch?v=pfiQ_PS1g8E
Backtracking|Palindrome Partitioning|Medium|<div class="elfjS" data-track-load="description_content"><p>Given a string <code>s</code>, partition <code>s</code> such that every <span data-keyword="substring-nonempty" class=" cursor-pointer relative text-dark-blue-s text-sm"><div class="popover-wrapper inline-block" data-headlessui-state=""><div><div aria-expanded="false" data-headlessui-state="" id="headlessui-popover-button-:rj:"><div>substring</div></div><div style="position: fixed; z-index: 40; inset: 0px auto auto 0px; transform: translate(345px, 185px);"></div></div></div></span> of the partition is a <span data-keyword="palindrome-string" class=" cursor-pointer relative text-dark-blue-s text-sm"><div class="popover-wrapper inline-block" data-headlessui-state=""><div><div aria-expanded="false" data-headlessui-state="" id="headlessui-popover-button-:rl:"><div><strong>palindrome</strong></div></div><div style="position: fixed; z-index: 40; inset: 0px auto auto 0px; transform: translate(65px, 206px);"></div></div></div></span>. Return <em>all possible palindrome partitioning of </em><code>s</code>.</p> <p>&nbsp;</p> <p><strong class="example">Example 1:</strong></p> <pre><strong>Input:</strong> s = "aab" <strong>Output:</strong> [["a","a","b"],["aa","b"]] </pre><p><strong class="example">Example 2:</strong></p> <pre><strong>Input:</strong> s = "a" <strong>Output:</strong> [["a"]] </pre> <p>&nbsp;</p> <p><strong>Constraints:</strong></p> <ul> 	<li><code>1 &lt;= s.length &lt;= 16</code></li> 	<li><code>s</code> contains only lowercase English letters.</li> </ul> </div>|https://www.youtube.com/watch?v=3jvWodd7ht0
Backtracking|Letter Combinations of a Phone Number|Medium|<div class="elfjS" data-track-load="description_content"><p>Given a string containing digits from <code>2-9</code> inclusive, return all possible letter combinations that the number could represent. Return the answer in <strong>any order</strong>.</p> <p>A mapping of digits to letters (just like on the telephone buttons) is given below. Note that 1 does not map to any letters.</p> <img alt="" src="https://assets.leetcode.com/uploads/2022/03/15/1200px-telephone-keypad2svg.png" style="width: 300px; height: 243px;"> <p>&nbsp;</p> <p><strong class="example">Example 1:</strong></p> <pre><strong>Input:</strong> digits = "23" <strong>Output:</strong> ["ad","ae","af","bd","be","bf","cd","ce","cf"] </pre> <p><strong class="example">Example 2:</strong></p> <pre><strong>Input:</strong> digits = "" <strong>Output:</strong> [] </pre> <p><strong class="example">Example 3:</strong></p> <pre><strong>Input:</strong> digits = "2" <strong>Output:</strong> ["a","b","c"] </pre> <p>&nbsp;</p> <p><strong>Constraints:</strong></p> <ul> 	<li><code>0 &lt;= digits.length &lt;= 4</code></li> 	<li><code>digits[i]</code> is a digit in the range <code>['2', '9']</code>.</li> </ul> </div>|https://www.youtube.com/watch?v=0snEunUacZY
Backtracking|N Queens|Hard|<div class="elfjS" data-track-load="description_content"><p>The <strong>n-queens</strong> puzzle is the problem of placing <code>n</code> queens on an <code>n x n</code> chessboard such that no two queens attack each other.</p> <p>Given an integer <code>n</code>, return <em>all distinct solutions to the <strong>n-queens puzzle</strong></em>. You may return the answer in <strong>any order</strong>.</p> <p>Each solution contains a distinct board configuration of the n-queens' placement, where <code>'Q'</code> and <code>'.'</code> both indicate a queen and an empty space, respectively.</p> <p>&nbsp;</p> <p><strong class="example">Example 1:</strong></p> <img alt="" src="https://assets.leetcode.com/uploads/2020/11/13/queens.jpg" style="width: 600px; height: 268px;"> <pre><strong>Input:</strong> n = 4 <strong>Output:</strong> [[".Q..","...Q","Q...","..Q."],["..Q.","Q...","...Q",".Q.."]] <strong>Explanation:</strong> There exist two distinct solutions to the 4-queens puzzle as shown above </pre> <p><strong class="example">Example 2:</strong></p> <pre><strong>Input:</strong> n = 1 <strong>Output:</strong> [["Q"]] </pre> <p>&nbsp;</p> <p><strong>Constraints:</strong></p> <ul> 	<li><code>1 &lt;= n &lt;= 9</code></li> </ul> </div>|https://www.youtube.com/watch?v=Ph95IHmRp5M
Tries|Implement Trie Prefix Tree|Medium|<div class="elfjS" data-track-load="description_content"><p>A <a href="https://en.wikipedia.org/wiki/Trie" target="_blank"><strong>trie</strong></a> (pronounced as "try") or <strong>prefix tree</strong> is a tree data structure used to efficiently store and retrieve keys in a dataset of strings. There are various applications of this data structure, such as autocomplete and spellchecker.</p> <p>Implement the Trie class:</p> <ul> 	<li><code>Trie()</code> Initializes the trie object.</li> 	<li><code>void insert(String word)</code> Inserts the string <code>word</code> into the trie.</li> 	<li><code>boolean search(String word)</code> Returns <code>true</code> if the string <code>word</code> is in the trie (i.e., was inserted before), and <code>false</code> otherwise.</li> 	<li><code>boolean startsWith(String prefix)</code> Returns <code>true</code> if there is a previously inserted string <code>word</code> that has the prefix <code>prefix</code>, and <code>false</code> otherwise.</li> </ul> <p>&nbsp;</p> <p><strong class="example">Example 1:</strong></p> <pre><strong>Input</strong> ["Trie", "insert", "search", "search", "startsWith", "insert", "search"] [[], ["apple"], ["apple"], ["app"], ["app"], ["app"], ["app"]] <strong>Output</strong> [null, null, true, false, true, null, true] <strong>Explanation</strong> Trie trie = new Trie(); trie.insert("apple"); trie.search("apple");   // return True trie.search("app");     // return False trie.startsWith("app"); // return True trie.insert("app"); trie.search("app");     // return True </pre> <p>&nbsp;</p> <p><strong>Constraints:</strong></p> <ul> 	<li><code>1 &lt;= word.length, prefix.length &lt;= 2000</code></li> 	<li><code>word</code> and <code>prefix</code> consist only of lowercase English letters.</li> 	<li>At most <code>3 * 10<sup>4</sup></code> calls <strong>in total</strong> will be made to <code>insert</code>, <code>search</code>, and <code>startsWith</code>.</li> </ul> </div>|https://www.youtube.com/watch?v=oobqoCJlHA0
Tries|Design Add And Search Words Data Structure|Medium|<div class="elfjS" data-track-load="description_content"><p>Design a data structure that supports adding new words and finding if a string matches any previously added string.</p> <p>Implement the <code>WordDictionary</code> class:</p> <ul> 	<li><code>WordDictionary()</code>&nbsp;Initializes the object.</li> 	<li><code>void addWord(word)</code> Adds <code>word</code> to the data structure, it can be matched later.</li> 	<li><code>bool search(word)</code>&nbsp;Returns <code>true</code> if there is any string in the data structure that matches <code>word</code>&nbsp;or <code>false</code> otherwise. <code>word</code> may contain dots <code>'.'</code> where dots can be matched with any letter.</li> </ul> <p>&nbsp;</p> <p><strong class="example">Example:</strong></p> <pre><strong>Input</strong> ["WordDictionary","addWord","addWord","addWord","search","search","search","search"] [[],["bad"],["dad"],["mad"],["pad"],["bad"],[".ad"],["b.."]] <strong>Output</strong> [null,null,null,null,false,true,true,true] <strong>Explanation</strong> WordDictionary wordDictionary = new WordDictionary(); wordDictionary.addWord("bad"); wordDictionary.addWord("dad"); wordDictionary.addWord("mad"); wordDictionary.search("pad"); // return False wordDictionary.search("bad"); // return True wordDictionary.search(".ad"); // return True wordDictionary.search("b.."); // return True </pre> <p>&nbsp;</p> <p><strong>Constraints:</strong></p> <ul> 	<li><code>1 &lt;= word.length &lt;= 25</code></li> 	<li><code>word</code> in <code>addWord</code> consists of lowercase English letters.</li> 	<li><code>word</code> in <code>search</code> consist of <code>'.'</code> or lowercase English letters.</li> 	<li>There will be at most <code>2</code> dots in <code>word</code> for <code>search</code> queries.</li> 	<li>At most <code>10<sup>4</sup></code> calls will be made to <code>addWord</code> and <code>search</code>.</li> </ul> </div>|https://www.youtube.com/watch?v=BTf05gs_8iU
Tries|Word Search II|Hard|<div class="elfjS" data-track-load="description_content"><p>Given an <code>m x n</code> <code>board</code>&nbsp;of characters and a list of strings <code>words</code>, return <em>all words on the board</em>.</p> <p>Each word must be constructed from letters of sequentially adjacent cells, where <strong>adjacent cells</strong> are horizontally or vertically neighboring. The same letter cell may not be used more than once in a word.</p> <p>&nbsp;</p> <p><strong class="example">Example 1:</strong></p> <img alt="" src="https://assets.leetcode.com/uploads/2020/11/07/search1.jpg" style="width: 322px; height: 322px;"> <pre><strong>Input:</strong> board = [["o","a","a","n"],["e","t","a","e"],["i","h","k","r"],["i","f","l","v"]], words = ["oath","pea","eat","rain"] <strong>Output:</strong> ["eat","oath"] </pre> <p><strong class="example">Example 2:</strong></p> <img alt="" src="https://assets.leetcode.com/uploads/2020/11/07/search2.jpg" style="width: 162px; height: 162px;"> <pre><strong>Input:</strong> board = [["a","b"],["c","d"]], words = ["abcb"] <strong>Output:</strong> [] </pre> <p>&nbsp;</p> <p><strong>Constraints:</strong></p> <ul> 	<li><code>m == board.length</code></li> 	<li><code>n == board[i].length</code></li> 	<li><code>1 &lt;= m, n &lt;= 12</code></li> 	<li><code>board[i][j]</code> is a lowercase English letter.</li> 	<li><code>1 &lt;= words.length &lt;= 3 * 10<sup>4</sup></code></li> 	<li><code>1 &lt;= words[i].length &lt;= 10</code></li> 	<li><code>words[i]</code> consists of lowercase English letters.</li> 	<li>All the strings of <code>words</code> are unique.</li> </ul> </div>|https://www.youtube.com/watch?v=asbcE9mZz_U
Graphs|Number of Islands|Medium|<div class="elfjS" data-track-load="description_content"><p>Given an <code>m x n</code> 2D binary grid <code>grid</code> which represents a map of <code>'1'</code>s (land) and <code>'0'</code>s (water), return <em>the number of islands</em>.</p> <p>An <strong>island</strong> is surrounded by water and is formed by connecting adjacent lands horizontally or vertically. You may assume all four edges of the grid are all surrounded by water.</p> <p>&nbsp;</p> <p><strong class="example">Example 1:</strong></p> <pre><strong>Input:</strong> grid = [   ["1","1","1","1","0"],   ["1","1","0","1","0"],   ["1","1","0","0","0"],   ["0","0","0","0","0"] ] <strong>Output:</strong> 1 </pre> <p><strong class="example">Example 2:</strong></p> <pre><strong>Input:</strong> grid = [   ["1","1","0","0","0"],   ["1","1","0","0","0"],   ["0","0","1","0","0"],   ["0","0","0","1","1"] ] <strong>Output:</strong> 3 </pre> <p>&nbsp;</p> <p><strong>Constraints:</strong></p> <ul> 	<li><code>m == grid.length</code></li> 	<li><code>n == grid[i].length</code></li> 	<li><code>1 &lt;= m, n &lt;= 300</code></li> 	<li><code>grid[i][j]</code> is <code>'0'</code> or <code>'1'</code>.</li> </ul> </div>|https://www.youtube.com/watch?v=pV2kpPD66nE
Graphs|Max Area of Island|Medium|<div class="elfjS" data-track-load="description_content"><p>You are given an <code>m x n</code> binary matrix <code>grid</code>. An island is a group of <code>1</code>'s (representing land) connected <strong>4-directionally</strong> (horizontal or vertical.) You may assume all four edges of the grid are surrounded by water.</p> <p>The <strong>area</strong> of an island is the number of cells with a value <code>1</code> in the island.</p> <p>Return <em>the maximum <strong>area</strong> of an island in </em><code>grid</code>. If there is no island, return <code>0</code>.</p> <p>&nbsp;</p> <p><strong class="example">Example 1:</strong></p> <img alt="" src="https://assets.leetcode.com/uploads/2021/05/01/maxarea1-grid.jpg" style="width: 500px; height: 310px;"> <pre><strong>Input:</strong> grid = [[0,0,1,0,0,0,0,1,0,0,0,0,0],[0,0,0,0,0,0,0,1,1,1,0,0,0],[0,1,1,0,1,0,0,0,0,0,0,0,0],[0,1,0,0,1,1,0,0,1,0,1,0,0],[0,1,0,0,1,1,0,0,1,1,1,0,0],[0,0,0,0,0,0,0,0,0,0,1,0,0],[0,0,0,0,0,0,0,1,1,1,0,0,0],[0,0,0,0,0,0,0,1,1,0,0,0,0]] <strong>Output:</strong> 6 <strong>Explanation:</strong> The answer is not 11, because the island must be connected 4-directionally. </pre> <p><strong class="example">Example 2:</strong></p> <pre><strong>Input:</strong> grid = [[0,0,0,0,0,0,0,0]] <strong>Output:</strong> 0 </pre> <p>&nbsp;</p> <p><strong>Constraints:</strong></p> <ul> 	<li><code>m == grid.length</code></li> 	<li><code>n == grid[i].length</code></li> 	<li><code>1 &lt;= m, n &lt;= 50</code></li> 	<li><code>grid[i][j]</code> is either <code>0</code> or <code>1</code>.</li> </ul> </div>|https://www.youtube.com/watch?v=iJGr1OtmH0c
Graphs|Clone Graph|Medium|<div class="elfjS" data-track-load="description_content"><p>Given a reference of a node in a <strong><a href="https://en.wikipedia.org/wiki/Connectivity_(graph_theory)#Connected_graph" target="_blank">connected</a></strong> undirected graph.</p> <p>Return a <a href="https://en.wikipedia.org/wiki/Object_copying#Deep_copy" target="_blank"><strong>deep copy</strong></a> (clone) of the graph.</p> <p>Each node in the graph contains a value (<code>int</code>) and a list (<code>List[Node]</code>) of its neighbors.</p> <pre>class Node {     public int val;     public List&lt;Node&gt; neighbors; } </pre> <p>&nbsp;</p> <p><strong>Test case format:</strong></p> <p>For simplicity, each node's value is the same as the node's index (1-indexed). For example, the first node with <code>val == 1</code>, the second node with <code>val == 2</code>, and so on. The graph is represented in the test case using an adjacency list.</p> <p><b>An adjacency list</b> is a collection of unordered <b>lists</b> used to represent a finite graph. Each list describes the set of neighbors of a node in the graph.</p> <p>The given node will always be the first node with <code>val = 1</code>. You must return the <strong>copy of the given node</strong> as a reference to the cloned graph.</p> <p>&nbsp;</p> <p><strong class="example">Example 1:</strong></p> <img alt="" src="https://assets.leetcode.com/uploads/2019/11/04/133_clone_graph_question.png" style="width: 454px; height: 500px;"> <pre><strong>Input:</strong> adjList = [[2,4],[1,3],[2,4],[1,3]] <strong>Output:</strong> [[2,4],[1,3],[2,4],[1,3]] <strong>Explanation:</strong> There are 4 nodes in the graph. 1st node (val = 1)'s neighbors are 2nd node (val = 2) and 4th node (val = 4). 2nd node (val = 2)'s neighbors are 1st node (val = 1) and 3rd node (val = 3). 3rd node (val = 3)'s neighbors are 2nd node (val = 2) and 4th node (val = 4). 4th node (val = 4)'s neighbors are 1st node (val = 1) and 3rd node (val = 3). </pre> <p><strong class="example">Example 2:</strong></p> <img alt="" src="https://assets.leetcode.com/uploads/2020/01/07/graph.png" style="width: 163px; height: 148px;"> <pre><strong>Input:</strong> adjList = [[]] <strong>Output:</strong> [[]] <strong>Explanation:</strong> Note that the input contains one empty list. The graph consists of only one node with val = 1 and it does not have any neighbors. </pre> <p><strong class="example">Example 3:</strong></p> <pre><strong>Input:</strong> adjList = [] <strong>Output:</strong> [] <strong>Explanation:</strong> This an empty graph, it does not have any nodes. </pre> <p>&nbsp;</p> <p><strong>Constraints:</strong></p> <ul> 	<li>The number of nodes in the graph is in the range <code>[0, 100]</code>.</li> 	<li><code>1 &lt;= Node.val &lt;= 100</code></li> 	<li><code>Node.val</code> is unique for each node.</li> 	<li>There are no repeated edges and no self-loops in the graph.</li> 	<li>The Graph is connected and all nodes can be visited starting from the given node.</li> </ul> </div>|https://www.youtube.com/watch?v=mQeF6bN8hMk
Graphs|Walls And Gates|Medium|<div class="elfjS" data-track-load="description_content"></div>|https://www.youtube.com/watch?v=e69C6xhiSQE
Graphs|Rotting Oranges|Medium|<div class="elfjS" data-track-load="description_content"><p>You are given an <code>m x n</code> <code>grid</code> where each cell can have one of three values:</p> <ul> 	<li><code>0</code> representing an empty cell,</li> 	<li><code>1</code> representing a fresh orange, or</li> 	<li><code>2</code> representing a rotten orange.</li> </ul> <p>Every minute, any fresh orange that is <strong>4-directionally adjacent</strong> to a rotten orange becomes rotten.</p> <p>Return <em>the minimum number of minutes that must elapse until no cell has a fresh orange</em>. If <em>this is impossible, return</em> <code>-1</code>.</p> <p>&nbsp;</p> <p><strong class="example">Example 1:</strong></p> <img alt="" src="https://assets.leetcode.com/uploads/2019/02/16/oranges.png" style="width: 650px; height: 137px;"> <pre><strong>Input:</strong> grid = [[2,1,1],[1,1,0],[0,1,1]] <strong>Output:</strong> 4 </pre> <p><strong class="example">Example 2:</strong></p> <pre><strong>Input:</strong> grid = [[2,1,1],[0,1,1],[1,0,1]] <strong>Output:</strong> -1 <strong>Explanation:</strong> The orange in the bottom left corner (row 2, column 0) is never rotten, because rotting only happens 4-directionally. </pre> <p><strong class="example">Example 3:</strong></p> <pre><strong>Input:</strong> grid = [[0,2]] <strong>Output:</strong> 0 <strong>Explanation:</strong> Since there are already no fresh oranges at minute 0, the answer is just 0. </pre> <p>&nbsp;</p> <p><strong>Constraints:</strong></p> <ul> 	<li><code>m == grid.length</code></li> 	<li><code>n == grid[i].length</code></li> 	<li><code>1 &lt;= m, n &lt;= 10</code></li> 	<li><code>grid[i][j]</code> is <code>0</code>, <code>1</code>, or <code>2</code>.</li> </ul> </div>|https://www.youtube.com/watch?v=y704fEOx0s0
Graphs|Pacific Atlantic Water Flow|Medium|<div class="elfjS" data-track-load="description_content"><p>There is an <code>m x n</code> rectangular island that borders both the <strong>Pacific Ocean</strong> and <strong>Atlantic Ocean</strong>. The <strong>Pacific Ocean</strong> touches the island's left and top edges, and the <strong>Atlantic Ocean</strong> touches the island's right and bottom edges.</p> <p>The island is partitioned into a grid of square cells. You are given an <code>m x n</code> integer matrix <code>heights</code> where <code>heights[r][c]</code> represents the <strong>height above sea level</strong> of the cell at coordinate <code>(r, c)</code>.</p> <p>The island receives a lot of rain, and the rain water can flow to neighboring cells directly north, south, east, and west if the neighboring cell's height is <strong>less than or equal to</strong> the current cell's height. Water can flow from any cell adjacent to an ocean into the ocean.</p> <p>Return <em>a <strong>2D list</strong> of grid coordinates </em><code>result</code><em> where </em><code>result[i] = [r<sub>i</sub>, c<sub>i</sub>]</code><em> denotes that rain water can flow from cell </em><code>(r<sub>i</sub>, c<sub>i</sub>)</code><em> to <strong>both</strong> the Pacific and Atlantic oceans</em>.</p> <p>&nbsp;</p> <p><strong class="example">Example 1:</strong></p> <img alt="" src="https://assets.leetcode.com/uploads/2021/06/08/waterflow-grid.jpg" style="width: 400px; height: 400px;"> <pre><strong>Input:</strong> heights = [[1,2,2,3,5],[3,2,3,4,4],[2,4,5,3,1],[6,7,1,4,5],[5,1,1,2,4]] <strong>Output:</strong> [[0,4],[1,3],[1,4],[2,2],[3,0],[3,1],[4,0]] <strong>Explanation:</strong> The following cells can flow to the Pacific and Atlantic oceans, as shown below: [0,4]: [0,4] -&gt; Pacific Ocean  &nbsp;      [0,4] -&gt; Atlantic Ocean [1,3]: [1,3] -&gt; [0,3] -&gt; Pacific Ocean  &nbsp;      [1,3] -&gt; [1,4] -&gt; Atlantic Ocean [1,4]: [1,4] -&gt; [1,3] -&gt; [0,3] -&gt; Pacific Ocean  &nbsp;      [1,4] -&gt; Atlantic Ocean [2,2]: [2,2] -&gt; [1,2] -&gt; [0,2] -&gt; Pacific Ocean  &nbsp;      [2,2] -&gt; [2,3] -&gt; [2,4] -&gt; Atlantic Ocean [3,0]: [3,0] -&gt; Pacific Ocean  &nbsp;      [3,0] -&gt; [4,0] -&gt; Atlantic Ocean [3,1]: [3,1] -&gt; [3,0] -&gt; Pacific Ocean  &nbsp;      [3,1] -&gt; [4,1] -&gt; Atlantic Ocean [4,0]: [4,0] -&gt; Pacific Ocean         [4,0] -&gt; Atlantic Ocean Note that there are other possible paths for these cells to flow to the Pacific and Atlantic oceans. </pre> <p><strong class="example">Example 2:</strong></p> <pre><strong>Input:</strong> heights = [[1]] <strong>Output:</strong> [[0,0]] <strong>Explanation:</strong> The water can flow from the only cell to the Pacific and Atlantic oceans. </pre> <p>&nbsp;</p> <p><strong>Constraints:</strong></p> <ul> 	<li><code>m == heights.length</code></li> 	<li><code>n == heights[r].length</code></li> 	<li><code>1 &lt;= m, n &lt;= 200</code></li> 	<li><code>0 &lt;= heights[r][c] &lt;= 10<sup>5</sup></code></li> </ul> </div>|https://www.youtube.com/watch?v=s-VkcjHqkGI
Graphs|Surrounded Regions|Medium|<div class="elfjS" data-track-load="description_content"><p>Given an <code>m x n</code> matrix <code>board</code> containing <code>'X'</code> and <code>'O'</code>, <em>capture all regions that are 4-directionally&nbsp;surrounded by</em> <code>'X'</code>.</p> <p>A region is <strong>captured</strong> by flipping all <code>'O'</code>s into <code>'X'</code>s in that surrounded region.</p> <p>&nbsp;</p> <p><strong class="example">Example 1:</strong></p> <img alt="" src="https://assets.leetcode.com/uploads/2021/02/19/xogrid.jpg" style="width: 550px; height: 237px;"> <pre><strong>Input:</strong> board = [["X","X","X","X"],["X","O","O","X"],["X","X","O","X"],["X","O","X","X"]] <strong>Output:</strong> [["X","X","X","X"],["X","X","X","X"],["X","X","X","X"],["X","O","X","X"]] <strong>Explanation:</strong> Notice that an 'O' should not be flipped if: - It is on the border, or - It is adjacent to an 'O' that should not be flipped. The bottom 'O' is on the border, so it is not flipped. The other three 'O' form a surrounded region, so they are flipped. </pre> <p><strong class="example">Example 2:</strong></p> <pre><strong>Input:</strong> board = [["X"]] <strong>Output:</strong> [["X"]] </pre> <p>&nbsp;</p> <p><strong>Constraints:</strong></p> <ul> 	<li><code>m == board.length</code></li> 	<li><code>n == board[i].length</code></li> 	<li><code>1 &lt;= m, n &lt;= 200</code></li> 	<li><code>board[i][j]</code> is <code>'X'</code> or <code>'O'</code>.</li> </ul> </div>|https://www.youtube.com/watch?v=9z2BunfoZ5Y
Graphs|Course Schedule|Medium|<div class="elfjS" data-track-load="description_content"><p>There are a total of <code>numCourses</code> courses you have to take, labeled from <code>0</code> to <code>numCourses - 1</code>. You are given an array <code>prerequisites</code> where <code>prerequisites[i] = [a<sub>i</sub>, b<sub>i</sub>]</code> indicates that you <strong>must</strong> take course <code>b<sub>i</sub></code> first if you want to take course <code>a<sub>i</sub></code>.</p> <ul> 	<li>For example, the pair <code>[0, 1]</code>, indicates that to take course <code>0</code> you have to first take course <code>1</code>.</li> </ul> <p>Return <code>true</code> if you can finish all courses. Otherwise, return <code>false</code>.</p> <p>&nbsp;</p> <p><strong class="example">Example 1:</strong></p> <pre><strong>Input:</strong> numCourses = 2, prerequisites = [[1,0]] <strong>Output:</strong> true <strong>Explanation:</strong> There are a total of 2 courses to take.  To take course 1 you should have finished course 0. So it is possible. </pre> <p><strong class="example">Example 2:</strong></p> <pre><strong>Input:</strong> numCourses = 2, prerequisites = [[1,0],[0,1]] <strong>Output:</strong> false <strong>Explanation:</strong> There are a total of 2 courses to take.  To take course 1 you should have finished course 0, and to take course 0 you should also have finished course 1. So it is impossible. </pre> <p>&nbsp;</p> <p><strong>Constraints:</strong></p> <ul> 	<li><code>1 &lt;= numCourses &lt;= 2000</code></li> 	<li><code>0 &lt;= prerequisites.length &lt;= 5000</code></li> 	<li><code>prerequisites[i].length == 2</code></li> 	<li><code>0 &lt;= a<sub>i</sub>, b<sub>i</sub> &lt; numCourses</code></li> 	<li>All the pairs prerequisites[i] are <strong>unique</strong>.</li> </ul> </div>|https://www.youtube.com/watch?v=EgI5nU9etnU
